Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location
PEYTON,DOG,POMERANIAN/MIX,BROWN/WHITE,Neutered,TOY,02/10/2016,K16-018190,FOSTER,A334826,02/10/2016,04/09/2016,59,OWNER SURRENDER,BORN_HERE,ADOPTION,REFERRAL,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.3499842, -122.6928413)"
LUNA,DOG,GERM SHEPHERD/MIX,BLACK/TAN,Spayed,LARGE,11/27/2012,K18-027253,DQ117,A298317,02/13/2018,02/23/2018,10,QUARANTINE,FIELD_OS,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,COUNTY,95401,"95401(38.44366, -122.7246163)"
SHELLY,DOG,GERM SHEPHERD,BLACK/BROWN,Spayed,LARGE,08/08/2015,K17-022166,DA05,A347018,01/10/2017,02/24/2017,45,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,COUNTY,95448,"95448(38.613965, -122.869825)"
LUCKY,DOG,BORDER COLLIE/GERM SHEPHERD,BLACK/WHITE,Neutered,LARGE,07/02/2004,K16-019551,DS80,A339226,07/02/2016,08/11/2016,40,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,CON SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,
HARLEY,DOG,CHIHUAHUA SH/MIX,TRICOLOR,Neutered,SMALL,09/17/2009,K19-033745,DS53,A391505,09/17/2019,09/18/2019,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)"
KHLOE,DOG,PIT BULL,BLUE/WHITE,Spayed,MED,10/09/2012,K13-005378,DA11,A294143,08/31/2013,04/14/2014,226,STRAY,FIELD,EUTHANIZE,BEH SEVERE,HEALTHY,UNTREATABLE,COUNTY,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
LUCY,DOG,PIT BULL,GRAY/WHITE,Female,LARGE,02/18/2012,K17-022584,DS57,A348556,02/18/2017,03/03/2017,13,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,,,
TIBERIUS,DOG,RAT TERRIER/MIX,TRICOLOR,Neutered,SMALL,07/25/2016,K20-036299,DS54,A399192,07/25/2020,07/28/2020,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,COUNTY,COUNTY,95421,"95421(38.5325498, -123.0878063)"
TRIGGER,DOG,FOX TERR SMOOTH,TRICOLOR,Neutered,MED,07/21/2020,K21-038507,DA07,A404597,05/12/2021,05/29/2021,17,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,PENDING,COUNTY,OUT OF COUNTY,95451,"95451(38.9769509, -122.8339173)"
OSO,DOG,ALASKAN HUSKY,GRAY/WHITE,Male,LARGE,02/07/2019,K19-034771,DS69,A394258,12/06/2019,12/07/2019,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,COUNTY,95425,"95425(38.79895, -123.01762)"
ERNIE,DOG,CHIHUAHUA SH/PARSON RUSS TER,BLACK,Neutered,TOY,11/26/2014,K15-016580,DA45,A329283,10/28/2015,12/05/2015,38,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)"
*CLAIRE,DOG,CHIHUAHUA SH,BLACK/TAN,Spayed,TOY,01/09/2013,K14-007304,DA46,A301363,01/09/2014,01/21/2014,12,STRAY,OVER THE COUNTER,TRANSFER,PETSLIFELN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95476,"95476(38.288405, -122.464525)"
*FERN/BELLA,DOG,BORDER COLLIE/MIX,GRAY/WHITE,Spayed,MED,08/18/2011,K14-010554,DS86,A309249,08/30/2014,09/11/2014,12,ADOPTION RETURN,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,OUT OF COUNTY,OUT OF COUNTY,94941,"94941(37.901575, -122.54157)"
*BINDY,DOG,PIT BULL/MIX,BLACK/WHITE,Spayed,SMALL,02/25/2018,K18-029608,DA01,A375570,08/24/2018,10/04/2018,41,STRAY,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.4127094, -122.7412153)"
DOLLY,DOG,WEST HIGHLAND,WHITE,Female,SMALL,05/24/2007,K14-008983,DS92,A307169,05/24/2014,05/24/2014,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,RETURN TO OWNER,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95446,"95446(38.503755, -122.9935)"
MAHONEY,DOG,GERM SHEPHERD,BLACK/TAN,Male,MED,04/25/2021,K23-046642,DS62,A413407,11/01/2023,11/02/2023,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,COUNTY,95404,"95404(38.44511, -122.708)"
FOXY,DOG,CHIHUAHUA SH,BUFF,Spayed,SMALL,03/23/2009,K17-022867,TRUCK,A318424,03/22/2017,03/22/2017,0,CONFISCATE,FLD_ARREST,RETURN TO OWNER,,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)"
LUCY,DOG,PIT BULL,WHITE/BLACK,Spayed,MED,07/06/2011,K17-023069,DS62,A306222,04/10/2017,04/13/2017,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)"
ABEL,DOG,RHOD RIDGEBACK/MIX,BROWN,Neutered,LARGE,01/04/2005,K14-011035,DS78,A312316,09/29/2014,10/07/2014,8,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94558,"94558(38.3309306, -122.3247586)"
COCONUT,DOG,COCKER SPAN,BROWN,Neutered,SMALL,02/25/2012,K14-007869,DS72,A303229,02/25/2014,02/25/2014,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,*WINDSOR,SANTA ROSA,95404,"95404(38.44511, -122.708)"
*PENDLETON,DOG,CHIHUAHUA SH,BLACK,Neutered,TOY,02/20/2017,K17-025073,DA48,A360450,08/29/2017,09/26/2017,28,STRAY,OVER THE COUNTER,TRANSFER,IDAHO HS,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,83705,"83705(43.59308, -116.21368)"
SASCHA,DOG,GERM SHEPHERD,BLACK/TAN,Female,LARGE,07/08/2017,K18-030855,RECEIVING,A381783,12/08/2018,12/08/2018,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)"
*PIPER,DOG,GERM SHEPHERD/MIX,TAN/WHITE,Spayed,MED,11/28/2018,K20-037425,DA39,A401568,11/28/2020,01/02/2021,35,STRAY,FIELD,ADOPTION,SCAS WEB,UNKNOWN,PENDING,COUNTY,COUNTY,95476,"95476(38.288405, -122.464525)"
LUELUE,DOG,PIT BULL,BLUE/WHITE,Female,MED,04/24/2009,K16-021604,DS76,A336911,11/17/2016,11/18/2016,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,COUNTY,95472,"95472(38.4007555, -122.8277055)"
SASHA,DOG,GERM SHEPHERD,BLACK/TAN,Spayed,LARGE,12/21/2012,K14-009527,DQ114,A307025,06/27/2014,07/07/2014,10,ADOPTION RETURN,OVER THE COUNTER,EUTHANIZE,BEH SEVERE,UNTREATABLE,UNTREATABLE,OUT OF COUNTY,,,
BUDDY,DOG,BEAGLE/MIX,BROWN/WHITE,Neutered,MED,09/04/2018,K20-035364,DA02,A396213,02/16/2020,03/07/2020,20,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,,94561,"94561(37.9938725, -121.7159807)"
CHOCO,DOG,BELG MALINOIS/GERM SHEPHERD,BLACK/TAN,Female,LARGE,05/03/2015,K16-018699,DQ114,A336532,05/03/2016,05/13/2016,10,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,B A GERMAN,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.4716444, -122.7398255)"
KRYPTO,DOG,PIT BULL,CHOCOLATE,Male,LARGE,05/24/2019,K22-041459,DS87,A411718,05/24/2022,05/25/2022,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)"
MAMBA,DOG,GERM SHEPHERD/ROTTWEILER,BLACK/BROWN,Spayed,LARGE,10/04/2016,K18-028085,DQ115,A348396,05/01/2018,05/08/2018,7,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,
CAPONE,DOG,DOBERMAN PINSCH,BLACK/BROWN,Neutered,LARGE,10/19/2017,K18-029975,DA37,A372683,09/24/2018,10/12/2018,18,STRAY,FIELD,TRANSFER,HSSC,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.4127094, -122.7412153)"
DAISY,DOG,CHIHUAHUA SH,TAN,Spayed,TOY,03/07/2012,K14-007982,DA47,A303678,03/07/2014,03/22/2014,15,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
ORION,DOG,LABRADOR RETR/MIX,BROWN/WHITE,Male,LARGE,03/20/2012,K15-013822,VET,A287011,05/06/2015,05/07/2015,1,STRAY,FIELD,RETURN TO OWNER,MEDICAL,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95405,"95405(38.443415, -122.69178)"
*PENNY,DOG,POMERANIAN,TAN,Spayed,TOY,11/22/2013,K14-011807,TX,A314182,11/22/2014,12/09/2014,17,STRAY,FIELD,TRANSFER,NC POM,HEALTHY,HEALTHY,*WINDSOR,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
*TIMMY,DOG,CHIHUAHUA SH,BROWN,Neutered,SMALL,06/10/2013,K15-015968,DA02,A326977,09/15/2015,12/24/2015,100,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
JACK,DOG,SHIH TZU,WHITE/BLACK,Neutered,SMALL,04/14/2019,K16-021460,DS94,A416708,11/04/2016,11/04/2016,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)"
LEO,DOG,DOBERMAN PINSCH,BLACK/TAN,Neutered,LARGE,10/03/2012,K14-010600,RECEIVING,A311105,09/03/2014,11/15/2014,73,STRAY,FIELD,ADOPTION,REFERRAL,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,98368,"98368(48.1195874, -122.7644197)"
ROMI,DOG,CHIHUAHUA SH/MIX,BROWN/WHITE,Neutered,SMALL,08/09/2015,K23-046671,DS89,A421741,11/04/2023,11/29/2023,25,STRAY,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNKNOWN,HEALTHY,SANTA ROSA,,,
BUKI,DOG,SIBERIAN HUSKY,BLACK/WHITE,Male,LARGE,04/01/2013,K14-008240,TRUCK,A304845,04/01/2014,04/01/2014,0,STRAY,FIELD,RETURN TO OWNER,RETURN TO OWNER_FIELD,UNKNOWN,HEALTHY,COUNTY,COUNTY,95476,"95476(38.288405, -122.464525)"
RILEY,DOG,GERM SHEPHERD/MIX,BLACK/TAN,Neutered,MED,10/09/2009,K15-013238,DS79,A297917,03/19/2015,03/19/2015,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
CALLIE,DOG,GERM SHEPHERD,BLACK/TAN,Female,PUPPY,07/12/2018,K18-030192,DS55,A377531,10/11/2018,10/12/2018,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)"
SISSY LA LA,DOG,CHIHUAHUA SH,BLACK,Spayed,TOY,06/10/2006,K14-011072,DQ108,A216104,10/01/2014,10/11/2014,10,QUARANTINE,FIELD_RETURN TO OWNER,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
MYA,DOG,SIBERIAN HUSKY,WHITE,Female,MED,12/15/2022,K23-047139,DS87,A423367,12/15/2023,12/16/2023,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,COUNTY,,95476,"95476(38.288405, -122.464525)"
ROCKY,DOG,POODLE MIN,APRICOT,Neutered,SMALL,03/14/2014,K16-017928,DA41,A333419,02/27/2016,03/16/2016,18,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.46382, -122.67058)"
RHINO,DOG,COCKER SPAN/CHIHUAHUA SH,BLACK,Neutered,SMALL,02/14/2014,K14-010940,DA02,A309976,09/23/2014,10/11/2014,18,TRANSFER,VET_HOSP,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.4716444, -122.7398255)"
FELON,DOG,PIT BULL,BR BRINDLE/WHITE,Male,MED,02/24/2015,K17-022310,DS53,A328035,01/21/2017,01/25/2017,4,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)"
RASCAL,DOG,AMER BULLDOG/BOXER,BROWN/WHITE,Neutered,MED,09/24/2010,K19-031711,DS72,A283603,03/17/2019,03/19/2019,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,COUNTY,COUNTY,94952,"94952(38.237, -122.640695)"
INDICA,DOG,PIT BULL,BLACK/WHITE,Spayed,LARGE,05/24/2008,K17-022741,DS80,A292328,03/09/2017,04/06/2017,28,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,OUT OF COUNTY,95461,"95461(38.75402, -122.61931)"
ZOE,DOG,SC WHEAT TERR,TAN,Spayed,MED,07/08/2014,K16-018167,DS62,A313606,03/22/2016,03/23/2016,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,94952,"94952(38.237, -122.640695)"
RASCAL,DOG,CATAHOULA/MIX,BRN MERLE/WHITE,Male,LARGE,09/04/2013,K15-015805,DS85,A298033,09/04/2015,09/29/2015,25,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,COUNTY,95446,"95446(38.503755, -122.9935)"
CANELA,DOG,FRENCH BULLDOG,BROWN,Female,SMALL,06/20/2019,K20-035976,DS96,A396298,06/13/2020,07/21/2020,38,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,*WINDSOR,*WINDSOR,95492,"95492(38.541355, -122.80026)"
JACK,DOG,LABRADOR RETR,BLACK,Male,PUPPY,10/14/2016,K17-023132,DA26,A351143,04/14/2017,05/17/2017,33,STRAY,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.4127094, -122.7412153)"
ANNIE,DOG,ANATOL SHEPHERD,WHITE/BLACK,Spayed,X-LRG,12/22/2021,K22-042930,DA33,A413837,10/22/2022,01/14/2023,84,OWNER SURRENDER,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,95457,"95457(38.9148457, -122.5952259)"
*TRIXIBELLE,DOG,GERM SHEPHERD/MIX,TAN/BLACK,Spayed,MED,06/20/2020,K22-042015,DA06,A411320,07/19/2022,08/30/2022,42,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)"
MIA,DOG,GERM SHEPHERD,BLACK/TAN,Female,LARGE,04/15/2015,K16-021705,TRUCK,A345597,11/28/2016,11/28/2016,0,STRAY,FIELD,RETURN TO OWNER,FLD_LIC,HEALTHY,HEALTHY,COUNTY,COUNTY,95401,"95401(38.44366, -122.7246163)"
HENNESSY,DOG,PIT BULL,BL BRINDLE/WHITE,Female,MED,12/13/2016,K22-043326,DS73,A414413,12/12/2022,12/13/2022,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)"
ALASKA,DOG,SIBERIAN HUSKY/AKITA,GRAY/WHITE,Female,LARGE,11/03/2017,K18-028793,DS70,A374269,06/26/2018,06/28/2018,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)"
ZIPPER,DOG,PIT BULL,BLACK/WHITE,Male,MED,10/24/2013,K17-026007,DS69,A363643,10/24/2017,10/27/2017,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,TREATABLE/MANAGEABLE,COUNTY,*SEBASTOPOL,95472,"95472(38.4007555, -122.8277055)"
GINA,DOG,GERM SHEPHERD,BLACK/TAN,Spayed,PUPPY,12/03/2015,K16-020880,TRUCK,A337934,09/23/2016,09/23/2016,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
WOODY,DOG,CHIHUAHUA SH,BLACK/TAN,Male,TOY,02/10/2013,K16-017756,CI02,A333033,02/10/2016,02/11/2016,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
CHICA,DOG,CHIHUAHUA SH,TAN,Female,SMALL,05/08/2008,K17-023140,CS04,A351106,04/14/2017,04/28/2018,379,CONFISCATE,FLD_CRUEL,RETURN TO OWNER,OVER THE COUNTER_PRVS,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95470,"95470(39.29278, -123.21987)"
SHERA,DOG,GERM SHEPHERD,BLACK/TAN,Female,MED,03/25/2014,K14-010457,DS67,A310649,08/25/2014,08/26/2014,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,COUNTY,COUNTY,95425,"95425(38.79895, -123.01762)"
TOBIE,DOG,SIBERIAN HUSKY,BLACK/WHITE,Male,LARGE,08/29/2013,K16-019583,DS73,A339265,07/05/2016,07/05/2016,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)"
RAFFI,DOG,PARSON RUSS TER,BROWN,Neutered,SMALL,01/25/2014,K20-035048,DS83,A354761,01/10/2020,01/17/2020,7,STRAY,OVER THE COUNTER,RTOS,,UNKNOWN,PENDING,COUNTY,COUNTY,95404,"95404(38.44511, -122.708)"
BANDIT,DOG,PARSON RUSS TER/MIX,WHITE/BROWN,Neutered,SMALL,04/12/2012,K14-008406,DS58,A305235,04/11/2014,04/12/2014,1,STRAY,FIELD,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95404,"95404(38.44511, -122.708)"
CALI,DOG,PIT BULL/CATAHOULA,BLACK,Spayed,PUPPY,12/01/2016,K17-023304,DA38,A350988,04/29/2017,05/02/2017,3,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)"
*DANGER,DOG,MIN PINSCHER,LIVER/TAN,Neutered,SMALL,10/05/2013,K15-016064,DI097,A327239,09/22/2015,10/14/2015,22,QUARANTINE,FIELD_RETURN TO OWNER,TRANSFER,INET MINPN,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95829,"95829(38.4591202, -121.3650977)"
*MITZY,DOG,GERM SHEPHERD,BLACK/WHITE,Spayed,LARGE,01/21/2021,K21-039563,DA41,A406644,09/08/2021,11/05/2021,58,STRAY,PHONE,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,94952,"94952(38.237, -122.640695)"
LOSI,DOG,AUST CATTLE DOG/MIX,WHITE/BROWN,Spayed,MED,05/09/2019,K23-044345,DA09,A416634,04/10/2023,06/06/2023,57,STRAY,FIELD,TRANSFER,MARIN HS,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94949,"94949(38.0670948, -122.5355114)"
FREDDIE,DOG,PARSON RUSS TER/MIX,TRICOLOR,Neutered,MED,03/27/2005,K17-023638,TRUCK,A275556,05/25/2017,05/25/2017,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)"
PANDA,DOG,RAT TERRIER/MIX,BLACK/WHITE,Female,SMALL,08/05/2010,K22-043275,DS50,A414331,12/03/2022,01/04/2023,32,STRAY,OVER THE COUNTER,TRANSFER,MUTTVILLE,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94103,"94103(37.772, -122.408735)"
TIN BEAR,DOG,AUST SHEPHERD/MIX,BLACK,Neutered,MED,07/17/2000,K15-014774,DS74,A319459,07/05/2015,07/09/2015,4,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95446,"95446(38.503755, -122.9935)"
*SHAUN,DOG,POODLE TOY,WHITE,Neutered,SMALL,05/15/2014,K21-038415,DA26,A404318,05/03/2021,06/09/2021,37,STRAY,FIELD,TRANSFER,MUTTVILLE,TREATABLE/MANAGEABLE,TREATABLE/REHAB,SANTA ROSA,OUT OF COUNTY,94103,"94103(37.772, -122.408735)"
DANICA,DOG,WEST HIGHLAND,WHITE,Female,SMALL,05/24/2007,K14-008982,DS92,A307168,05/24/2014,05/24/2014,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,RETURN TO OWNER,TREATABLE/MANAGEABLE,TREATABLE/REHAB,COUNTY,COUNTY,95446,"95446(38.503755, -122.9935)"
MAXIMUS,DOG,PIT BULL/MIX,BLACK/WHITE,Neutered,PUPPY,01/16/2017,K18-026981,VET,A352708,01/11/2018,01/11/2018,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,,COUNTY,*PETALUMA,94954,"94954(38.263265, -122.641035)"
LUCY,DOG,AUST CATTLE DOG,WHITE/BROWN,Spayed,SMALL,11/24/2013,K14-007808,DA09,A301954,02/21/2014,03/12/2014,19,STRAY,FIELD,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,*CLOVERDALE,95425,"95425(38.79895, -123.01762)"
*PAUL,DOG,GERM SHEPHERD,BLACK/TAN,Neutered,LARGE,12/18/2016,K20-035011,DS84,A393737,01/07/2020,02/15/2020,39,ADOPTION RETURN,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,
IZZY,DOG,CHIHUAHUA SH/MIX,TRICOLOR,Spayed,TOY,09/24/2009,K14-010961,DA12,A312021,09/24/2014,11/23/2014,60,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,HSIMC,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95470,"95470(39.29278, -123.21987)"
*BODHI,DOG,CHIHUAHUA SH/MIX,BROWN/BLACK,Neutered,PUPPY,03/22/2023,K23-044807,CS04,A417735,05/22/2023,06/06/2023,15,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)"
BENTLEY,DOG,MALTESE/MIX,WHITE/TAN,Neutered,SMALL,04/05/2014,K18-027748,DA47,A370632,04/05/2018,04/14/2018,9,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)"
SIVA,DOG,LABRADOR RETR,BLACK,Spayed,LARGE,07/24/2014,K15-014841,DA38,A324143,07/08/2015,07/25/2015,17,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)"
*BRUTUS,DOG,GERM SHEPHERD,BLACK/TAN,Neutered,MED,08/16/2011,K14-010311,DA33,A310218,08/16/2014,09/19/2014,34,TRANSFER,VET_HOSP,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)"
KODA,DOG,GERM SHEPHERD/MIX,BLACK,Neutered,MED,03/20/2017,K18-027611,DA37,A370133,03/20/2018,04/10/2018,21,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94705,"94705(37.857265, -122.25065)"
SHY GIRL,DOG,AUST SHEPHERD/BOXER,BROWN/BLACK,Female,PUPPY,02/01/2019,K19-031995,DS54,A386322,04/19/2019,04/23/2019,4,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95401,"95401(38.44366, -122.7246163)"
MAZIE,DOG,CHIHUAHUA SH/MIX,TAN,Spayed,SMALL,04/12/2016,K19-031800,DA46,A385864,03/28/2019,04/20/2019,23,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
DINO,DOG,MIN PINSCHER,BROWN/RED,Neutered,TOY,02/04/2015,K15-016296,DA02,A324877,10/07/2015,10/13/2015,6,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.44366, -122.7246163)"
FINN,DOG,LABRADOR RETR/MIX,CHOCOLATE,Neutered,MED,07/01/2014,K22-041945,DS78,A412414,07/11/2022,07/12/2022,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95405,"95405(38.443415, -122.69178)"
